State,Size,Mean_Return,Mean_VIX,Persistence,Count
1,0.11720430107526882,0.12967454425426822,12.480217909038275,2.4738283658189506e-06,109
2,0.14516129032258066,0.06970946687378062,26.176279618251247,0.8832522591899681,135
3,0.23763440860215054,0.24726859149332214,19.542163594357007,0.8824286393379472,221
4,0.1043010752688172,0.5756365763185999,12.132340032820538,4.5810149847756084e-08,97
5,0.08602150537634409,-0.016587245106639666,42.50174456874279,0.9517839622287536,80
6,0.3096774193548387,0.13223874623144774,15.402400346213188,0.8968925496650776,288
